stock1,stock2,reward,theshold choose
1434,1909,-1.118124999999985,0
1102,3231,0,0
1504,3231,0,0
1909,2439,0,0
1909,2449,0.11965000000002135,1
1909,2615,0,0
1909,2618,0,0
1909,2881,0,0
1909,2890,0.007450000000002177,1
1909,6269,0.28075000000002603,1
1909,6456,0,0
2002,2344,0,0
2002,2618,0,0
2002,6269,0,0
2201,2352,0,0
2201,2615,0.5848500000000101,1
2201,6239,0,0
2204,2317,-1.5824499999999944,0
2204,2352,0,0
2204,2354,-1.3852999999999867,0
2204,2439,-2.139999999999972,0
2204,2449,-1.4289249999999925,0
2204,2615,0,0
2204,6239,0,0
2317,2344,0,0
2317,3044,0,0
2330,2449,0,0
2344,2352,0,0
2344,2615,0,0
2344,2881,0,0
2344,2888,0,0
2344,2890,0,0
2344,6176,0,0
2354,2615,0.4515999999999849,1
2352,2371,0,0
2352,2454,0,0
2352,2615,0,0
2352,2618,0,0
2352,2888,0,0
2352,6176,0,0
2352,9904,0,0
2371,2439,-0.3610749999999854,0
2371,2449,0,0
2371,2615,0.2690099999999944,1
2371,2618,0,0
2371,2881,0,0
2371,2888,0,0
2371,3044,0,0
2439,2615,0,0
2449,2615,0,0
2454,2888,0.1519750000000144,1
2615,2618,0.4332000000000136,1
2615,2888,0.12292000000000236,1
2615,2890,0,0
2615,6239,0,0
2615,6505,0.4638750000000158,1
2615,9904,0.067025000000001,1
2618,2890,0,0
2618,6269,0,0
2618,6505,0,0
2618,9904,0,0
2881,6176,0,0
2888,9904,0,0
2890,6176,0,0
2890,6456,0,0
3044,6176,0,0
3481,9904,0.1083500000000015,1
4958,6176,0,0
6239,6505,0,0
6176,6269,0,0
