stock1,stock2,reward,theshold choose
1326,1504,0,0
1326,1802,0,0
1326,2105,0,0
1326,2308,1.960349999999977,1
1326,2324,0,0
1326,2330,0,0
1326,2492,-0.2314999999999543,0
1326,2823,0,0
1326,2883,0,0
1326,2891,0,0
1326,4938,0,0
1326,6176,0,0
1326,9904,0,0
1301,3481,0,0
1402,1802,0,0
1402,2308,0,0
1402,2324,0,0
1402,2823,0,0
1402,2834,0,0
1402,2880,0,0
1402,5871,0,0
1402,6176,0,0
1303,2002,0,0
1303,2330,0,0
1303,4938,0,0
1303,5871,0,0
1476,2330,0,0
1476,3481,0,0
1477,2449,0,0
1504,1802,0,0
1504,2308,0,0
1504,2324,0,0
1504,2330,0,0
1504,2834,0,0
1504,2880,0,0
1504,2883,0,0
1504,2886,0,0
1504,3034,0.7167500000000189,1
1504,3481,0,0
1504,5871,0,0
1504,6176,0,0
1504,9914,0,0
1722,2308,0.6483749999999802,1
1722,2492,0.7309250000000134,1
1722,4938,0,0
1802,2105,0,0
1802,2324,0,0
1802,2330,0,0
1802,2448,0.17320000000000135,1
1802,2449,0,0
1802,2454,0,0
1802,2492,0.3660500000000013,1
1802,2603,0,0
1802,2823,0,0
1802,2834,0,0
1802,2880,0.3569000000000013,1
1802,2883,0,0
1802,2886,0,0
1802,3034,0.4841250000000059,1
1802,3481,0,0
1802,4904,0.20605000000001183,1
1802,4938,0.12239999999999895,1
1802,6176,0,0
1802,9904,-0.3805749999999932,0
1802,9910,0.9068750000000136,1
2002,2308,0,0
2002,2324,0.12255000000000038,1
2002,2330,0,0
2002,2834,0,0
2002,2883,0,0
2002,2890,0,0
2002,2891,0,0
2002,3034,0,0
2002,5871,0,0
2002,6176,0,0
2002,9904,0.24220000000001107,1
2002,9910,0,0
2105,2324,0,0
2105,2330,0,0
2105,2454,0,0
2105,2603,0,0
2105,2834,0,0
2105,2880,0,0
2105,2883,0,0
2105,2890,0,0
2105,2891,0,0
2105,3044,0,0
2105,3481,0,0
2105,4904,0,0
2105,4938,0,0
2105,5871,0,0
2105,6269,0,0
2105,9904,0,0
2105,9910,0,0
2201,2891,0,0
2201,3034,0.3598249999999865,1
2308,2324,0,0
2308,2330,0,0
2308,2379,0,0
2308,2448,0,0
2308,2449,3.6960000000000335,1
2308,2492,3.882075000000036,1
2308,2603,3.6632000000000318,1
2308,2615,0,0
2308,2823,0,0
2308,2834,0,0
2308,2880,0.36487500000001205,1
2308,2883,0.6757000000000062,1
2308,2886,0,0
2308,2890,0.5661750000000012,1
2308,2891,0.846500000000006,1
2308,3034,2.3972499999999854,1
2308,3044,0,0
2308,3481,0,0
2308,4904,0,0
2308,5871,-0.19114999999996485,0
2308,6176,0,0
2308,9904,0,0
2308,9910,3.4445000000000334,1
2330,2379,0,0
2330,2448,0,0
2330,2449,0,0
2330,2454,0,0
2330,2603,0,0
2330,2823,0,0
2330,2834,0,0
2330,2880,0,0
2330,2883,0,0
2330,2886,0,0
2330,2890,0.17567000000002508,1
2330,3034,0,0
2330,3406,1.0807000000000002,1
2330,3481,0.148625000000024,1
2330,4904,0.3524500000000472,1
2330,4938,0.680950000000081,1
2330,5871,0,0
2330,6176,1.0465000000000941,1
2330,6269,0,0
2330,9910,0.921999999999997,1
2324,2330,0,0
2324,2379,0.6748750000000001,1
2324,2382,0,0
2324,2408,0,0
2324,2448,0,0
2324,2449,0,0
2324,2454,-0.023874999999989654,0
2324,2492,0,0
2324,2603,0,0
2324,2615,0,0
2324,2823,0,0
2324,2834,0.03464500000000115,1
2324,2880,0,0
2324,2881,0,0
2324,2883,0,0
2324,2886,0,0
2324,2890,0.04266499999999951,1
2324,3034,0,0
2324,3481,0,0
2324,4904,0,0
2324,4938,-0.00919999999999277,0
2324,5871,0,0
2324,6176,0,0
2324,6269,0,0
2324,6505,0,0
2324,9904,0,0
2352,2823,0.10022500000001067,1
2352,3481,0.1954500000000028,1
2379,2448,0.3892500000000041,1
2379,2603,0,0
2379,2823,0,0
2379,2834,0,0
2379,3481,-0.7639999999999887,0
2379,5871,0,0
2379,6176,0,0
2382,2834,0,0
2382,3034,0.3435000000000059,1
2382,6176,0.12450000000001182,1
2408,2823,0,0
2408,5871,0,0
2448,2449,0.4391250000000042,1
2448,2603,0.16024999999998357,1
2448,2823,0,0
2448,2834,0,0
2448,2880,0.34167500000000217,1
2448,3019,0,0
2448,3034,0.9758500000000083,1
2448,5871,0,0
2448,6176,0,0
2474,3034,0,0
2449,2823,0,0
2449,2834,0,0
2449,2880,0,0
2449,2891,0.04325000000001111,1
2449,3481,0,0
2449,5871,0,0
2454,2492,1.3587500000000148,1
2454,2615,0,0
2454,2823,0,0
2454,2834,0,0
2454,2880,0,0
2454,2886,0.20325000000001125,1
2454,3034,1.2475000000000023,1
2454,3481,0,0
2454,6176,0,0
2492,2823,0,0
2492,2834,0.23712500000001313,1
2492,2880,0,0
2492,2883,0,0
2492,2890,-0.05819499999999067,0
2492,4904,-1.5189249999999674,0
2492,4938,0,0
2492,5871,0.01627500000000026,1
2492,6176,0,0
2492,6269,-2.541424999999961,0
2492,9904,-0.8237999999999985,0
2603,2834,0,0
2603,2880,0.45682500000000026,1
2603,3481,0,0
2603,6176,0.4353000000000051,1
2615,2834,0.11442500000001488,1
2615,3034,0,0
2615,3481,0.241850000000003,1
2823,2834,0,0
2823,2883,0,0
2823,2886,0,0
2823,3034,0,0
2823,3481,0.0898249999999976,1
2823,4904,0,0
2823,5871,0,0
2823,6176,0,0
2823,6269,0,0
2823,9904,0,0
2880,2881,0,0
2880,2883,0,0
2880,2890,0,0
2880,3034,-0.5353749999999877,0
2880,3481,0,0
2880,4938,-0.7876749999999788,0
2880,6176,0,0
2880,9904,0,0
2880,9910,0,0
2834,2880,0,0
2834,2883,0,0
2834,2886,0,0
2834,3034,0,0
2834,3481,0,0
2834,4904,0,0
2834,4938,0,0
2834,5871,0,0
2834,6176,0,0
2834,6269,0,0
2834,6505,0,0
2834,9904,0,0
2834,9910,0,0
2834,9914,0,0
2881,2883,0,0
2881,3034,0,0
2881,5871,0,0
2886,3034,0,0
2886,3044,0,0
2886,3481,0,0
2886,5871,0,0
2886,6176,0,0
2883,2886,0,0
2883,2890,0,0
2883,3034,0,0
2883,3481,0,0
2883,4938,0,0
2883,5871,0,0
2883,9904,0,0
2883,9910,0,0
2891,3481,0,0
2891,4938,0.3435000000000059,1
2891,5871,0,0
2891,6505,-0.031999999999982265,0
2891,9914,0,0
2890,2891,0,0
2890,3034,0.3158500000000046,1
2890,4938,0,0
2890,5871,0,0
2890,9904,0,0
3044,3481,0,0
3034,3044,0,0
3034,3481,0,0
3034,4904,0,0
3034,4938,0.9260499999999752,1
3034,5871,0,0
